"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Relentless Advance","war","Near Mint","English","foil","","2025-01-02 00:21:51.507000","64","False","False",""
"1","1","Relentless Rohirrim","ltr","Near Mint","English","","","2024-12-31 07:50:06.007000","144","False","False",""
"1","1","Relic of Progenitus","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","157","False","False",""
"1","1","Relic of Sauron","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","79","False","False",""
"1","1","Reliquary Tower","m13","Near Mint","English","","","2024-12-30 19:32:43.527000","227","False","False",""
"1","1","Reliquary Tower","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","425","False","False",""
"1","1","Remember the Fallen","nph","Near Mint","English","foil","","2024-12-30 19:24:17.530000","21","False","False",""
"1","1","Renegade's Getaway","aer","Near Mint","English","foil","","2025-01-02 01:13:08.197000","69","False","False",""
"1","1","Repel Calamity // Repel Calamity","ablb","Near Mint","English","","","2024-12-31 06:26:23.383000","2","False","False",""
"4","4","Resurgent Belief","mh2","Near Mint","English","foil","","2024-12-30 19:23:56.350000","385","False","False",""
"1","1","Retrofitted Transmogrant","mh3","Near Mint","English","","","2024-12-31 08:54:30.503000","106","False","False",""
"1","1","Return of the Wildspeaker","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","252","False","False",""
"3","3","Revenant","cmr","Near Mint","English","foil","","2025-01-02 01:25:13.827000","147","False","False",""
"1","1","Revenge of Ravens","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","207","False","False",""
"2","2","Reverent Hoplite","thb","Near Mint","English","foil","","2024-12-30 20:27:05.947000","33","False","False",""
"4","4","Revitalize","m19","Near Mint","English","foil","","2024-12-30 19:22:09.120000","35","False","False",""
"1","1","Revitalize","sta","Near Mint","English","foil","","2024-12-30 20:27:18.153000","9","False","False",""
"1","1","Revive the Shire","ltr","Near Mint","English","","","2025-01-02 03:17:40.530000","185","False","False",""
"1","1","Revoke Existence","bng","Near Mint","English","foil","","2024-12-30 20:27:23.223000","25","False","False",""
"1","1","Reya Dawnbringer","cns","Near Mint","English","foil","","2024-12-30 18:30:47.557000","79","False","False",""
"1","1","Rhythm of the Wild","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","287","False","False",""
"1","1","Riddle of Lightning","tsr","Near Mint","English","foil","","2025-01-01 20:24:26.763000","183","False","False",""
"1","1","Riders of Rohan","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","67","False","False",""
"2","2","Ridged Kusite","tsr","Near Mint","English","foil","","2025-01-02 00:53:40.037000","134","False","False",""
"1","1","Riftmarked Knight","tsr","Near Mint","English","foil","","2024-12-30 20:27:29.267000","38","False","False",""
"1","1","Righteous Valkyrie","plst","Near Mint","English","foil","","2025-01-02 03:35:14.457000","KHM-24","False","False",""
"1","1","Ripjaw Raptor","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","253","False","False",""
"2","2","Ripscale Predator","cmr","Near Mint","English","foil","","2025-01-01 23:49:09.123000","196","False","False",""
"1","1","Riptide Pilferer","tsr","Near Mint","English","foil","","2025-01-02 00:14:18.537000","83","False","False",""
"1","1","Rise of the Eldrazi","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","716","False","False",""
"2","2","Rise to Glory","thb","Near Mint","English","foil","","2025-01-02 01:46:18.037000","225","False","False",""
"1","1","Rishkar's Expertise","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","254","False","False",""
"1","1","Rising of the Day","ltr","Near Mint","English","foil","","2024-12-31 07:53:45.607000","427","False","False",""
"1","1","Rite of the Serpent","ktk","Near Mint","English","foil","","2025-01-02 01:28:12.190000","86","False","False",""
"1","1","River of Tears","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","197","False","False",""
"1","1","Rockface Village","blb","Near Mint","English","","","2024-12-30 21:09:25.840000","259","False","False",""
"1","1","Rogue's Passage","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","349","False","False",""
"3","3","Rogue's Passage","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","326","False","False",""
"1","1","Rogue's Passage","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","426","False","False",""
"1","1","Roost of Drakes","znr","Near Mint","English","foil","","2025-01-02 00:08:07.267000","74","False","False",""
"4","4","Rootborn Defenses","rtr","Near Mint","English","","","2024-12-30 20:42:42.757000","19","False","False",""
"15","15","Rootless Yew","khm","Near Mint","English","foil","","2025-01-01 21:17:28.243000","189","False","False",""
"1","1","Rosie Cotton of South Lane","ltr","Near Mint","English","","","2025-01-02 03:17:40.530000","27","False","False",""
"1","1","Rotfeaster Maggot","ima","Near Mint","English","foil","","2025-01-02 01:26:52.467000","105","False","False",""
"1","1","Rotted Hulk","jou","Near Mint","English","foil","","2025-01-02 01:18:50.837000","81","False","False",""
"1","1","Rouse the Mob","jou","Near Mint","English","foil","","2025-01-01 20:16:44.983000","109","False","False",""
"3","3","Rugged Highlands","frf","Near Mint","English","","","2024-12-30 19:35:55.403000","170","False","False",""
"1","1","Rugged Highlands","ktk","Near Mint","English","","","2024-12-30 19:36:29.333000","240","False","False",""
"1","1","Ruins of Oran-Rief","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","1023","False","False",""
"4","4","Rummaging Goblin","cmr","Near Mint","English","foil","","2025-01-01 23:31:26.593000","198","False","False",""
"1","1","Rumor Gatherer","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","705","False","False",""
"1","1","Run Amok","khm","Near Mint","English","foil","","2025-01-01 20:23:50.917000","147","False","False",""
"1","1","Run Away Together","cmr","Near Mint","English","foil","","2025-01-02 00:09:37.857000","87","False","False",""
"1","1","Run Away Together","blb","Near Mint","English","","","2024-12-30 21:01:27.063000","67","False","False",""
"3","3","Rune of Flight","khm","Near Mint","English","foil","","2025-01-02 00:12:22.717000","75","False","False",""
"1","1","Rune of Might","khm","Near Mint","English","foil","","2025-01-01 21:03:57.103000","191","False","False",""
"1","1","Rune of Mortality","khm","Near Mint","English","foil","","2025-01-02 01:01:27.103000","108","False","False",""
"8","8","Runed Crown","khm","Near Mint","English","foil","","2025-01-02 01:57:53.967000","245","False","False",""
"1","1","Runic Armasaur","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","256","False","False",""
"1","1","Rust-Shield Rampager","blb","Near Mint","English","","","2024-12-30 22:01:09.247000","190","False","False",""
"1","1","Rustvale Bridge","mh2","Near Mint","English","","","2024-12-30 19:34:11.800000","253","False","False",""
"1","1","Saddleback Lagac","ogw","Near Mint","English","foil","","2025-01-01 21:00:49.370000","142","False","False",""
"1","1","Sage of Mysteries","thb","Near Mint","English","foil","","2025-01-02 00:09:07.430000","62","False","False",""
"1","1","Sai, Master Thopterist","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","93","False","False",""
"1","1","Sail into the West","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","68","False","False",""
"2","2","Sailor of Means","rix","Near Mint","English","foil","","2025-01-02 00:19:11.663000","49","False","False",""
"1","1","Sailor of Means","cmr","Near Mint","English","foil","","2025-01-02 00:19:32.550000","88","False","False",""
"1","1","Saltblast","tsr","Near Mint","English","foil","","2024-12-30 20:27:34.887000","39","False","False",""
"2","2","Saltfield Recluse","tsr","Near Mint","English","foil","","2024-12-30 20:27:40.930000","40","False","False",""
"1","1","Sam, Loyal Attendant","ltc","Near Mint","English","foil","","2025-01-02 03:17:40.530000","7","False","False",""
"1","1","Samwise the Stouthearted","ltr","Near Mint","English","foil","","2024-12-31 07:34:25.683000","306","False","False",""
"1","1","Sandsteppe Citadel","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","327","False","False",""
"4","4","Sandstone Bridge","bfz","Near Mint","English","","","2024-12-30 19:28:32.617000","243","False","False",""
"1","1","Sandstone Oracle","2xm","Near Mint","English","foil","","2025-01-02 02:06:41.697000","285","False","False",""
"1","1","Sangrophage","tsr","Near Mint","English","foil","","2025-01-02 00:54:30.380000","135","False","False",""
"1","1","Sanguine Bond","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","208","False","False",""
"1","1","Sanitarium Skeleton","cmr","Near Mint","English","foil","","2025-01-02 00:53:22.140000","148","False","False",""
"1","1","Sanwell, Avenger Ace","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","5","False","False",""
"1","1","Sarcomite Myr","tsr","Near Mint","English","foil","","2025-01-02 00:18:21.060000","84","False","False",""
"1","1","Saruman, the White Hand","ltc","Near Mint","English","foil","","2025-01-02 03:16:17.650000","8","False","False",""
"1","1","Sauron, Lord of the Rings","ltc","Near Mint","English","foil","","2025-01-02 03:16:17.650000","4","False","False",""
"1","1","Sauron, Lord of the Rings","ltc","Near Mint","English","etched","","2025-01-01 20:28:42.943000","84","False","False",""
"1","1","Sauron's Ransom","ltr","Near Mint","English","","","2024-12-31 07:36:22.120000","225","False","False",""
"1","1","Savage Stomp","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","257","False","False",""
"1","1","Savor","blb","Near Mint","English","","","2024-12-30 21:56:50.477000","109","False","False",""
"2","2","Savor","blb","Near Mint","English","foil","","2024-12-30 22:08:59.097000","109","False","False",""
"1","1","Savvy Hunter","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","271","False","False",""
"1","1","Sazacap's Brew","blb","Near Mint","English","","","2024-12-31 06:06:02.940000","151","False","False",""
"3","3","Scaled Behemoth","cmr","Near Mint","English","foil","","2025-01-01 21:20:21.817000","251","False","False",""
"1","1","Scaretiller","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","971","False","False",""
"1","1","Scattered Groves","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","328","False","False",""
"1","1","Scavenger Grounds","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","1027","False","False",""
"1","1","Scholar of New Horizons","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","6","False","False",""
"1","1","Scion of Calamity","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","93","False","False",""
"2","2","Scion of Ugin","ima","Near Mint","English","foil","","2025-01-02 02:04:34.523000","1","False","False",""
"1","1","Scoured Barrens","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","329","False","False",""
"1","1","Scourge of the Throne","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","225","False","False",""
"1","1","Scourgemark","ths","Near Mint","English","foil","","2025-01-02 01:04:06.580000","105","False","False",""
"4","4","Scrapdiver Serpent","cmr","Near Mint","English","foil","","2025-01-02 00:29:14.083000","94","False","False",""
"3","3","Scrounging Bandar","cmr","Near Mint","English","foil","","2025-01-01 21:05:49.790000","252","False","False",""
"1","1","Sculpted Sunburst","clb","Near Mint","English","","","2024-12-31 08:26:16.697000","557","False","False",""
"1","1","Sea Gate Wreckage","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","1028","False","False",""
"2","2","Sea God's Scorn","thb","Near Mint","English","foil","","2025-01-02 00:27:53.783000","63","False","False",""
"1","1","Sea Hag // Aquatic Ingress","clb","Near Mint","English","foil","","2024-12-31 08:44:01.963000","95","False","False",""
"2","2","Sea Legs","rix","Near Mint","English","foil","","2025-01-02 00:06:38.890000","50","False","False",""
"1","1","Search for Glory","plst","Near Mint","English","","","2025-01-02 03:35:14.457000","KHM-27","False","False",""
"1","1","Season of Gathering","blb","Near Mint","English","","","2024-12-30 21:33:14.510000","286","False","False",""
"1","1","Seasoned Dungeoneer","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","660","False","False",""
"1","1","Seat of the Synod","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","198","False","False",""
"1","1","Secluded Courtyard","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","330","False","False",""
"1","1","Secluded Courtyard","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","350","False","False",""
"1","1","Second Breakfast","ltr","Near Mint","English","","","2024-12-31 07:31:30.440000","29","False","False",""
"1","1","See Red","rix","Near Mint","English","foil","","2025-01-01 23:25:11.547000","112","False","False",""
"1","1","Seedglaive Mentor","blb","Near Mint","English","","","2024-12-31 06:20:29.647000","231","False","False",""
"1","1","Seeds of Renewal","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","260","False","False",""
"1","1","Seer's Lantern","cmr","Near Mint","English","foil","","2025-01-02 02:02:04.947000","338","False","False",""
"4","4","Segovian Angel","mh1","Near Mint","English","","","2024-12-30 20:35:20.983000","25","False","False",""
"4","4","Sejiri Steppe","wwk","Near Mint","English","","","2024-12-30 19:28:46.313000","142","False","False",""
"4","4","Selesnya Cluestone","dgm","Near Mint","English","","","2024-12-30 19:50:17.960000","144","False","False",""
"1","1","Selesnya Guildgate","grn","Near Mint","English","","","2024-12-30 19:39:29.873000","256","False","False",""
"1","1","Selesnya Guildgate","grn","Near Mint","English","","","2024-12-30 19:39:21.757000","255","False","False",""
"1","1","Selesnya Guildgate","rtr","Near Mint","English","","","2024-12-30 19:39:49.787000","246","False","False",""
"1","1","Selesnya Guildgate","dgm","Near Mint","English","","","2024-12-30 19:39:41.880000","155","False","False",""
